Date,Geography,Labour force characteristics,Sex,Age group,UOM,Scalar Factor,Value
2019-04,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,54.5
2019-05,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,55.1
2019-06,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,54.9
2019-07,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,53.3
2019-08,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,56.3
2019-09,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,55.3
2019-10,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,56.1
2019-11,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,55.5
2019-12,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,56.0
2020-01,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,56.8
2020-02,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,56.2
2020-03,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,45.2
2020-04,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,36.1
2020-05,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,34.4
2020-06,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,36.6
2020-07,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,43.7
2020-08,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,45.4
2020-09,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,48.6
2020-10,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,48.0
2020-11,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,48.8
2020-12,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,48.8
2021-01,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,44.8
2021-02,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,45.4
2021-03,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,48.4
2021-04,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,44.5
2021-05,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,44.3
2021-06,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,50.2
2021-07,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,52.9
2021-08,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,55.2
2021-09,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,57.5
2021-10,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,57.2
2021-11,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,57.3
2021-12,Ontario,Employment rate,Females,15 to 24 years,Percentage,units,57.7
2017-01,Ontario,Population,Females,25 to 54 years,Persons,thousands,2863.9
2017-02,Ontario,Population,Females,25 to 54 years,Persons,thousands,2863.9
2017-03,Ontario,Population,Females,25 to 54 years,Persons,thousands,2864.6
2017-04,Ontario,Population,Females,25 to 54 years,Persons,thousands,2865.4
2017-05,Ontario,Population,Females,25 to 54 years,Persons,thousands,2866.5
2017-06,Ontario,Population,Females,25 to 54 years,Persons,thousands,2867.7
2017-07,Ontario,Population,Females,25 to 54 years,Persons,thousands,2869.5
2017-08,Ontario,Population,Females,25 to 54 years,Persons,thousands,2871.3
2017-09,Ontario,Population,Females,25 to 54 years,Persons,thousands,2872.4
2017-10,Ontario,Population,Females,25 to 54 years,Persons,thousands,2873.6
2017-11,Ontario,Population,Females,25 to 54 years,Persons,thousands,2874.9
2017-12,Ontario,Population,Females,25 to 54 years,Persons,thousands,2876.2
2018-01,Ontario,Population,Females,25 to 54 years,Persons,thousands,2878.4
2018-02,Ontario,Population,Females,25 to 54 years,Persons,thousands,2880.0
2018-03,Ontario,Population,Females,25 to 54 years,Persons,thousands,2882.1
2018-04,Ontario,Population,Females,25 to 54 years,Persons,thousands,2884.8
2018-05,Ontario,Population,Females,25 to 54 years,Persons,thousands,2886.8
2018-06,Ontario,Population,Females,25 to 54 years,Persons,thousands,2889.4
2018-07,Ontario,Population,Females,25 to 54 years,Persons,thousands,2892.9
2018-08,Ontario,Population,Females,25 to 54 years,Persons,thousands,2895.2
2018-09,Ontario,Population,Females,25 to 54 years,Persons,thousands,2897.3
2018-10,Ontario,Population,Females,25 to 54 years,Persons,thousands,2899.5
2018-11,Ontario,Population,Females,25 to 54 years,Persons,thousands,2901.5
2018-12,Ontario,Population,Females,25 to 54 years,Persons,thousands,2903.4
2019-01,Ontario,Population,Females,25 to 54 years,Persons,thousands,2905.1
2019-02,Ontario,Population,Females,25 to 54 years,Persons,thousands,2906.2
2019-03,Ontario,Population,Females,25 to 54 years,Persons,thousands,2908.5
2019-04,Ontario,Population,Females,25 to 54 years,Persons,thousands,2911.6
2019-05,Ontario,Population,Females,25 to 54 years,Persons,thousands,2914.7
2019-06,Ontario,Population,Females,25 to 54 years,Persons,thousands,2918.3
2019-07,Ontario,Population,Females,25 to 54 years,Persons,thousands,2922.9
2019-08,Ontario,Population,Females,25 to 54 years,Persons,thousands,2926.3
2019-09,Ontario,Population,Females,25 to 54 years,Persons,thousands,2930.7
2019-10,Ontario,Population,Females,25 to 54 years,Persons,thousands,2934.0
2019-11,Ontario,Population,Females,25 to 54 years,Persons,thousands,2936.6
2019-12,Ontario,Population,Females,25 to 54 years,Persons,thousands,2938.4
2020-01,Ontario,Population,Females,25 to 54 years,Persons,thousands,2939.9
2020-02,Ontario,Population,Females,25 to 54 years,Persons,thousands,2942.1
2020-03,Ontario,Population,Females,25 to 54 years,Persons,thousands,2944.4
2020-04,Ontario,Population,Females,25 to 54 years,Persons,thousands,2944.6
2020-05,Ontario,Population,Females,25 to 54 years,Persons,thousands,2944.6
2020-06,Ontario,Population,Females,25 to 54 years,Persons,thousands,2945.9
2020-07,Ontario,Population,Females,25 to 54 years,Persons,thousands,2947.3
2020-08,Ontario,Population,Females,25 to 54 years,Persons,thousands,2947.8
2020-09,Ontario,Population,Females,25 to 54 years,Persons,thousands,2948.7
2020-10,Ontario,Population,Females,25 to 54 years,Persons,thousands,2949.7
2020-11,Ontario,Population,Females,25 to 54 years,Persons,thousands,2950.6
2020-12,Ontario,Population,Females,25 to 54 years,Persons,thousands,2950.9
2021-01,Ontario,Population,Females,25 to 54 years,Persons,thousands,2950.4
2021-02,Ontario,Population,Females,25 to 54 years,Persons,thousands,2952.7
2021-03,Ontario,Population,Females,25 to 54 years,Persons,thousands,2954.5
2021-04,Ontario,Population,Females,25 to 54 years,Persons,thousands,2956.6
2021-05,Ontario,Population,Females,25 to 54 years,Persons,thousands,2957.5
2021-06,Ontario,Population,Females,25 to 54 years,Persons,thousands,2958.4
2021-07,Ontario,Population,Females,25 to 54 years,Persons,thousands,2962.3
2021-08,Ontario,Population,Females,25 to 54 years,Persons,thousands,2966.2
2021-09,Ontario,Population,Females,25 to 54 years,Persons,thousands,2969.6
2021-10,Ontario,Population,Females,25 to 54 years,Persons,thousands,2974.3
2021-11,Ontario,Population,Females,25 to 54 years,Persons,thousands,2978.8
2021-12,Ontario,Population,Females,25 to 54 years,Persons,thousands,2984.6
2017-01,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2327.6
2017-02,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2337.3
2017-03,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2336.9
2017-04,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2307.7
2017-05,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2312.1
2017-06,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2314.4
2017-07,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2314.8
2017-08,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2312.7
2017-09,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2319.3
2017-10,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2321.4
2017-11,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2307.7
2017-12,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2313.0
2018-01,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2306.4
2018-02,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2316.8
2018-03,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2323.9
2018-04,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2337.6
2018-05,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2344.8
2018-06,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2361.6
2018-07,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2363.2
2018-08,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2359.5
2018-09,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2365.9
2018-10,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2369.8
2018-11,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2360.0
2018-12,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2372.4
2019-01,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2383.3
2019-02,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2399.4
2019-03,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2390.5
2019-04,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2393.3
2019-05,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2379.7
2019-06,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2385.3
2019-07,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2381.1
2019-08,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2385.1
2019-09,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2394.7
2019-10,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2385.4
2019-11,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2405.5
2019-12,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2411.0
2020-01,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2411.8
2020-02,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2402.1
2020-03,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2350.8
2020-04,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2229.3
2020-05,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2254.4
2020-06,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2371.3
2020-07,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2351.9
2020-08,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2348.4
2020-09,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2410.5
2020-10,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2445.3
2020-11,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2434.7
2020-12,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2418.5
2021-01,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2415.3
2021-02,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2425.8
2021-03,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2450.1
2021-04,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2442.4
2021-05,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2418.4
2021-06,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2424.3
2021-07,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2446.2
2021-08,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2456.8
2021-09,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2492.8
2021-10,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2490.5
2021-11,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2483.0
2021-12,Ontario,Labour force,Females,25 to 54 years,Persons,thousands,2504.7
2017-01,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2208.7
2017-02,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2217.6
2017-03,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2214.2
2017-04,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2195.8
2017-05,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2187.2
2017-06,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2195.7
2017-07,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2185.6
2017-08,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2192.8
2017-09,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2202.3
2017-10,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2203.2
2017-11,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2197.9
2017-12,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2199.7
2018-01,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2188.1
2018-02,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2200.1
2018-03,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2206.3
2018-04,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2221.8
2018-05,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2220.2
2018-06,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2231.6
2018-07,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2247.9
2018-08,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2233.7
2018-09,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2242.9
2018-10,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2249.4
2018-11,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2249.4
2018-12,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2261.9
2019-01,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2270.7
2019-02,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2283.3
2019-03,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2264.8
2019-04,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2265.2
2019-05,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2282.7
2019-06,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2279.0
2019-07,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2275.2
2019-08,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2276.4
2019-09,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2293.2
2019-10,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2280.7
2019-11,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2301.9
2019-12,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2297.4
2020-01,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2292.9
2020-02,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2286.2
2020-03,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2164.8
2020-04,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2001.7
2020-05,Ontario,Employment,Females,25 to 54 years,Persons,thousands,1990.8
2020-06,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2105.6
2020-07,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2149.9
2020-08,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2184.4
2020-09,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2232.4
2020-10,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2253.8
2020-11,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2237.7
2020-12,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2232.4
2021-01,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2205.0
2021-02,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2244.6
2021-03,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2265.0
2021-04,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2239.9
2021-05,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2257.2
2021-06,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2278.0
2021-07,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2301.8
2021-08,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2315.4
2021-09,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2337.0
2021-10,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2331.6
2021-11,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2360.9
2021-12,Ontario,Employment,Females,25 to 54 years,Persons,thousands,2368.6
2017-01,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1789.3
2017-02,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1831.4
2017-03,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1832.4
2017-04,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1802.6
2017-05,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1804.9
2017-06,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1795.9
2017-07,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1790.1
2017-08,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1808.2
2017-09,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1814.1
2017-10,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1806.6
2017-11,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1797.5
2017-12,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1818.6
2018-01,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1818.3
2018-02,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1801.7
2018-03,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1823.3
2018-04,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1832.8
2018-05,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1849.2
2018-06,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1849.2
2018-07,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1842.6
2018-08,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1855.7
2018-09,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1854.0
2018-10,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1880.5
2018-11,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1868.4
2018-12,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1871.7
2019-01,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1893.3
2019-02,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1904.2
2019-03,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1872.4
2019-04,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1890.2
2019-05,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1902.3
2019-06,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1907.4
2019-07,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1941.2
2019-08,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1907.2
2019-09,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1915.3
2019-10,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1911.7
2019-11,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1934.7
2019-12,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1936.0
2020-01,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1921.2
2020-02,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1919.2
2020-03,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1833.6
2020-04,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1708.6
2020-05,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1680.0
2020-06,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1760.8
2020-07,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1782.6
2020-08,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1816.8
2020-09,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1868.9
2020-10,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1861.6
2020-11,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1880.0
2020-12,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1881.2
2021-01,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1896.8
2021-02,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1909.2
2021-03,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1921.3
2021-04,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1896.8
2021-05,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1922.1
2021-06,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1917.2
2021-07,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1949.2
2021-08,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1926.9
2021-09,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1976.1
2021-10,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1969.3
2021-11,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,2009.3
2021-12,Ontario,Full-time employment,Females,25 to 54 years,Persons,thousands,1989.8
2017-01,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,419.4
2017-02,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,386.1
2017-03,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,381.8
2017-04,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,393.2
2017-05,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,382.4
2017-06,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,399.8
2017-07,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,395.5
2017-08,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,384.6
2017-09,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,388.2
2017-10,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,396.7
2017-11,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,400.5
2017-12,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,381.0
2018-01,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,369.8
2018-02,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,398.4
2018-03,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,383.0
2018-04,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,389.0
2018-05,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,371.0
2018-06,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,382.4
2018-07,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,405.3
2018-08,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,378.0
2018-09,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,389.0
2018-10,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,368.8
2018-11,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,381.0
2018-12,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,390.2
2019-01,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,377.4
2019-02,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,379.1
2019-03,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,392.4
2019-04,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,375.0
2019-05,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,380.4
2019-06,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,371.6
2019-07,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,334.0
2019-08,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,369.2
2019-09,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,377.9
2019-10,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,369.0
2019-11,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,367.2
2019-12,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,361.4
2020-01,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,371.7
2020-02,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,367.0
2020-03,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,331.2
2020-04,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,293.1
2020-05,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,310.8
2020-06,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,344.8
2020-07,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,367.3
2020-08,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,367.6
2020-09,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,363.5
2020-10,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,392.2
2020-11,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,357.7
2020-12,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,351.2
2021-01,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,308.2
2021-02,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,335.4
2021-03,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,343.7
2021-04,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,343.1
2021-05,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,335.1
2021-06,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,360.9
2021-07,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,352.7
2021-08,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,388.4
2021-09,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,360.9
2021-10,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,362.3
2021-11,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,351.6
2021-12,Ontario,Part-time employment ,Females,25 to 54 years,Persons,thousands,378.8
2017-01,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,118.9
2017-02,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,119.7
2017-03,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,122.8
2017-04,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,111.9
2017-05,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,124.9
2017-06,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,118.6
2017-07,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,129.2
2017-08,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,119.8
2017-09,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,117.0
2017-10,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,118.1
2017-11,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,109.8
2017-12,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,113.4
2018-01,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,118.3
2018-02,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,116.7
2018-03,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,117.6
2018-04,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,115.7
2018-05,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,124.6
2018-06,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,130.0
2018-07,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,115.2
2018-08,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,125.8
2018-09,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,123.0
2018-10,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,120.5
2018-11,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,110.6
2018-12,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,110.5
